thisN,thisTrialN,thisRepN,Trial,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,pracPress.keys,pracPress.rt,pracPress.duration,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedSide,optedImg,cueOffTime,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,prac2Image.started,prac1Image.started,pracPress.started,pracDir1.stopped,pracBlock.pracPress.keys,pracBlock.pracPress.rt,pracBlock.pracPress.duration,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,practice.pracResp.rt,practice.pracResp.duration,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,trials.optedSide,trials.optedImg,trials.cueOffTime,outcomeDelayRoutine.started,outcomeDelayFix.started,outcomeDelayFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,fixationCrosshair.stopped,fixation.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,outcomeText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
29,29,0,,,,,,,,,,,,,,,,,,,,,,Run1,30,lowloss,1.0,1.5,0,Drift3,8,space,8.230356957996264,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,214.92465670901584,215.429054334003,215.9294299170142,right,1,0.4780161249800585,0.06884070800151676,right,stimuli_sets/set1_5.png,217.93019220902352,optimal,1,False,0,-0.25,-0.5,219.43119470903184,220.4318077500211,220.4319583339966,,,,,,,,,,,,0,0,0,0,0,29,29,29,,570.187953790999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,214.92465670901584,570.1820272080367,570.187953790999,0.007522375031840056,570.6903324160376,570.6903324160376,570.6903324160376,570.6903324160376,215.429054334003,215.9294299170142,573.1873332080431,right,1,0.4780161249800585,0.06884070800151676,right,stimuli_sets/set1_5.png,217.93019220902352,573.187514833,573.2050617500208,574.6990577499964,574.6882870830013,optimal,1,False,0,-0.25,-0.5,219.43119470903184,574.6926447500009,574.6990577499964,575.6890290410374,220.4318077500211,220.4319583339966,575.6892786660464,575.7054573330097,576.7130089580314,576.6975457910448,,,,575.7054573330097,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
30,30,0,,,,,,,,,,,,,,,,,,,,,,Run1,31,lowgain,1.0,1.5,1,Drift1,8,space,8.230356957996264,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,221.44932758400682,221.95383320900146,222.28388662502402,left,1,0.31467049999628216,0.13001654198160395,left,stimuli_sets/set1_1.png,224.4419477499905,optimal,1,True,1,0.25,-0.25,225.9455392920063,226.95372900000075,226.9537980420282,,,,,,,,,,,,0,0,0,0,0,30,30,30,,576.7130089580314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,221.44932758400682,576.7066546660499,576.7130089580314,0.009028000000398606,577.215176541009,577.215176541009,577.215176541009,577.215176541009,221.95383320900146,222.28388662502402,579.6991067909985,left,1,0.31467049999628216,0.13001654198160395,left,stimuli_sets/set1_1.png,224.4419477499905,579.6992563329986,579.7099567500409,581.219845833024,581.2026967499987,optimal,1,True,1,0.25,-0.25,225.9455392920063,581.2063161660335,581.219845833024,582.2109652500367,226.95372900000075,226.9537980420282,582.2110968750203,582.2167232080246,583.2157731660409,583.20882995805,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
31,31,0,,,,,,,,,,,,,,,,,,,,,,Run1,32,lowgain,1.5,1.5,0,Drift1,9,space,8.230356957996264,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,227.95289462502114,228.45788287499454,229.84952729201177,left,0,1.3801411659806035,0.11077675002161413,left,stimuli_sets/set1_2.png,230.96179666701937,suboptimal,0,True,1,0.25,0.0,232.47295229200972,233.46807100001024,233.46813704201486,,,,,,,,,,,,0,0,0,0,0,31,31,31,,583.2157731660409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,227.95289462502114,583.2102247080184,583.2157731660409,0.0013751660007983446,583.719324958045,583.719324958045,583.719324958045,583.719324958045,228.45788287499454,229.84952729201177,586.218973916024,left,0,1.3801411659806035,0.11077675002161413,left,stimuli_sets/set1_2.png,230.96179666701937,586.2191056250012,586.2367350830464,587.7360984580009,587.7300851659966,suboptimal,0,True,1,0.25,0.0,232.47295229200972,587.7302617499954,587.7360984580009,588.725312250026,233.46807100001024,233.46813704201486,588.7254322500085,588.7315148750204,590.2433079580078,590.2153853329946,586.2188141660299,586.2188141660299,586.2188141660299,588.7315148750204,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.0,
32,32,0,,,,,,,,,,,,,,,,,,,,,,Run1,33,lowloss,1.0,1.5,1,Drift3,9,space,8.230356957996264,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,234.96509916702053,235.4691434170236,237.0333242919878,left,0,1.5546819579903968,0.1074433330213651,left,stimuli_sets/set1_6.png,237.96063966699876,suboptimal,0,False,0,-0.25,-0.25,239.4598530419753,240.46671887498815,240.46682670898736,,,,,,,,,,,,0,0,0,0,0,32,32,32,,590.2433079580078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,234.96509916702053,590.2224223330268,590.2433079580078,0.00701637496240437,590.7298744160216,590.7298744160216,590.7298744160216,590.7298744160216,235.4691434170236,237.0333242919878,593.2178236659965,left,0,1.5546819579903968,0.1074433330213651,left,stimuli_sets/set1_6.png,237.96063966699876,593.2179398330045,593.2287483330001,594.7268836660078,594.716983958031,suboptimal,0,False,0,-0.25,-0.25,239.4598530419753,594.7205287910183,594.7268836660078,595.7239424580475,240.46671887498815,240.46682670898736,595.7241440000362,595.7408217909979,596.7546512500267,596.7389830410248,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
33,33,0,,,,,,,,,,,,,,,,,,,,,,Run1,34,lowgain,1.0,2.0,0,Drift1,10,space,8.230356957996264,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,241.49109620897798,241.99563249998027,242.6596805420122,right,1,0.6576367499656044,0.13006358401617035,right,stimuli_sets/set1_1.png,244.49496629199712,optimal,1,False,0,0,-0.25,246.50091708399123,247.51320258399937,247.51331254199613,,,,,,,,,,,,0,0,0,0,0,33,33,33,,596.7546512500267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,241.49109620897798,596.748469291022,596.7546512500267,0.009416625020094216,597.2570675000316,597.2570675000316,597.2570675000316,597.2570675000316,241.99563249998027,242.6596805420122,599.7521362080006,right,1,0.6576367499656044,0.13006358401617035,right,stimuli_sets/set1_1.png,244.49496629199712,599.7522725409945,599.7680941660074,601.7702230410068,601.7579720410286,optimal,1,False,0,0,-0.25,246.50091708399123,601.7633924160036,601.7702230410068,602.7704252910335,247.51320258399937,247.51331254199613,602.7706322500017,602.7865200000233,603.7827781660017,603.7749059580383,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
34,34,0,,,,,,,,,,,,,,,,,,,,,,Run1,35,lowgain,1.0,2.5,1,Drift1,11,space,8.230356957996264,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,248.5195635840064,249.02401483402355,249.3334544589743,right,1,0.2945026669767685,0.19512645801296458,right,stimuli_sets/set1_1.png,251.5284922500141,optimal,1,True,1,0.25,0.0,254.04162045900011,255.04174587503076,255.04180483397795,,,,,,,,,,,,0,0,0,0,0,34,34,34,,603.7827781660017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,248.5195635840064,603.7769082500017,603.7827781660017,0.001995583006646484,604.2853354160325,604.2853354160325,604.2853354160325,604.2853354160325,249.02401483402355,249.3334544589743,606.7856613330077,right,1,0.2945026669767685,0.19512645801296458,right,stimuli_sets/set1_1.png,251.5284922500141,606.7858018749976,606.8078288750257,609.3200007500127,609.2987915830454,optimal,1,True,1,0.25,0.0,254.04162045900011,609.301602624997,609.3200007500127,610.29898404103,255.04174587503076,255.04180483397795,610.2990966250072,610.3107552500442,611.3088622500072,611.29420987505,606.7855161250336,606.7855161250336,606.7855161250336,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.0,
35,35,0,,,,,,,,,,,,,,,,,,,,,,Run1,36,highloss,1.0,1.5,1,Drift2,7,space,8.230356957996264,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,256.04544462502236,256.55032429198036,256.64483770902734,right,0,0.07360666699241847,0.13245591602753848,right,stimuli_sets/set1_4.png,259.04744745901553,suboptimal,0,False,0,-0.5,-0.5,260.54762483399827,261.5431922500138,261.5432556250016,,,,,,,,,,,,0,0,0,0,0,35,35,35,,611.3088622500072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,256.04544462502236,611.3027777080424,611.3088622500072,0.008504749974235892,611.8117610830232,611.8117610830232,611.8117610830232,611.8117610830232,256.55032429198036,256.64483770902734,614.3045814160141,right,0,0.07360666699241847,0.13245591602753848,right,stimuli_sets/set1_4.png,259.04744745901553,614.3047675830312,614.3164499580162,615.8147876250441,615.8047705000499,suboptimal,0,False,0,-0.5,-0.5,260.54762483399827,615.8083682910074,615.8147876250441,616.8004310000106,261.5431922500138,261.5432556250016,616.800547166029,616.8114611250348,617.8230261660065,617.8071067080018,,,,616.8114611250348,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
36,36,0,,,,,,,,,,,,,,,,,,,,,,Run1,37,highgain,1.0,2.5,1,Drift4,10,space,8.230356957996264,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,262.5595100420178,263.0645164169837,263.35946216701996,right,0,0.27764470799593255,0.1427999580046162,right,stimuli_sets/set1_8.png,265.56154120899737,suboptimal,0,False,0,0,-0.5,268.0676507920143,269.073227417015,269.0732883749879,,,,,,,,,,,,0,0,0,0,0,36,36,36,,617.8230261660065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,262.5595100420178,617.816874375043,617.8230261660065,0.009693124971818179,618.326112291019,618.326112291019,618.326112291019,618.326112291019,263.0645164169837,263.35946216701996,620.8186303750263,right,0,0.27764470799593255,0.1427999580046162,right,stimuli_sets/set1_8.png,265.56154120899737,620.8188857500209,620.8398095830344,623.3376569580287,623.3246836250182,suboptimal,0,False,0,0,-0.5,268.0676507920143,623.3306438750005,623.3376569580287,624.3304613330401,269.073227417015,269.0732883749879,624.3305796660134,624.3358870410011,625.3364894160186,625.3250442080316,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
37,37,0,,,,,,,,,,,,,,,,,,,,,,Run1,38,highgain,1.0,2.0,1,Drift4,11,space,8.230356957996264,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,270.06999983399874,270.5746496670181,270.83219241700135,right,0,0.2506247910205275,0.20806312502827495,right,stimuli_sets/set1_8.png,273.0692263750243,suboptimal,0,False,0,0,-0.5,275.0606979589793,276.0677236249903,276.0678052500007,,,,,,,,,,,,0,0,0,0,0,37,37,37,,625.3364894160186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,270.06999983399874,625.3273240830167,625.3364894160186,0.0022110830177553,625.8360986250336,625.8360986250336,625.8360986250336,625.8360986250336,270.5746496670181,270.83219241700135,628.3264086660347,right,0,0.2506247910205275,0.20806312502827495,right,stimuli_sets/set1_8.png,273.0692263750243,628.3265265829978,628.3321202500374,630.3284174580476,630.3178259160486,suboptimal,0,False,0,0,-0.5,275.0606979589793,630.3180086250068,630.3284174580476,631.3249529580353,276.0677236249903,276.0678052500007,631.3251093750005,631.3320869160234,632.3397402080009,632.3238979580346,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
38,38,0,,,,,,,,,,,,,,,,,,,,,,Run1,39,highloss,1.0,1.5,1,Drift2,8,space,8.230356957996264,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,277.0761851249845,277.58073049999075,278.3804112090147,left,1,0.7914066250086762,0.14058295800350606,left,stimuli_sets/set1_3.png,280.0674817090039,optimal,1,True,1,0,-0.5,281.56764366698917,282.56375575001584,282.56384237500606,,,,,,,,,,,,0,0,0,0,0,38,38,38,,632.3397402080009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,277.0761851249845,632.3335434159962,632.3397402080009,0.009581207996234298,632.8422842080472,632.8422842080472,632.8422842080472,632.8422842080472,277.58073049999075,278.3804112090147,635.3246147080208,left,1,0.7914066250086762,0.14058295800350606,left,stimuli_sets/set1_3.png,280.0674817090039,635.3248007910443,635.3319022500073,636.8369422910037,636.8247067080229,optimal,1,True,1,0,-0.5,281.56764366698917,636.8303287909948,636.8369422910037,637.8209880000213,282.56375575001584,282.56384237500606,637.821156333026,637.83750379103,638.8384717080044,638.8301996660302,,,,637.83750379103,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
39,39,0,,,,,,,,,,,,,,,,,,,,,,Run1,40,highloss,1.5,2.0,0,Drift2,9,space,8.230356957996264,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,283.57500795897795,284.07958045898704,285.11806258402066,left,1,1.022422291978728,0.11009970802115276,left,stimuli_sets/set1_3.png,286.5808469170006,optimal,1,False,0,-0.5,-1.0,288.5868988750153,289.58001070900355,289.580080499989,,,,,,,,,,,,0,0,0,0,0,39,39,39,,638.8384717080044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,283.57500795897795,638.8323303750367,638.8384717080044,0.0020730829564854503,639.3407799160341,639.3407799160341,639.3407799160341,639.3407799160341,284.07958045898704,285.11806258402066,641.8380144580151,left,1,1.022422291978728,0.11009970802115276,left,stimuli_sets/set1_3.png,286.5808469170006,641.8381532080239,641.8543400409981,643.8540616250248,643.8440492080408,optimal,1,False,0,-0.5,-1.0,288.5868988750153,643.8475464580115,643.8540616250248,644.8372512080241,289.58001070900355,289.580080499989,644.8373788750032,644.8546537079965,646.353239833028,646.3393466660054,,,,644.8546537079965,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-1.0,
