thisN,thisTrialN,thisRepN,Trials,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,advanceScreenPress2.keys,advanceScreenPress2.rt,advanceScreenPress2.duration,pracRespPress.keys,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,optedSide,optedImg,cueOffTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,advanceScreenPress2.started,prac2Image.started,prac1Image.started,pracRespPress.started,pracDir1.stopped,pracBlock.advanceScreenPress2.keys,pracBlock.advanceScreenPress2.rt,pracBlock.advanceScreenPress2.duration,pracBlock.pracRespPress.keys,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,practice.pracResp.rt,practice.pracResp.duration,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,pracLeftImg.stopped,pracRightImg.stopped,pracResp.stopped,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,frame1.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,topFrameText.started,bottomFrameText.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.optedSide,trials.optedImg,trials.cueOffTime,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,outcomeDelayRoutine.started,frame1Fix.started,outcomeDelayFix.started,topFrameTextFix.started,bottomFrameTextFix.started,frame1Fix.stopped,outcomeDelayFix.stopped,topFrameTextFix.stopped,bottomFrameTextFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,frameOut.started,topFrameTextOut.started,bottomFrameTextOut.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,frameFix.started,fixationCrosshair.stopped,frameFix.stopped,fixation.stopped,outcomeText.stopped,frameOut.stopped,topFrameTextOut.stopped,bottomFrameTextOut.stopped,frame1.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,topFrameText.stopped,bottomFrameText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,getReadyText.stopped,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
26,26,0,,,,,,,,,,,,,,,,,,,,,,,Run1,27,highgain,2.0,2.0,1,Drift4,9,space,1.0996686249854974,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,192.04926620802144,192.56047516700346,193.4318595000077,right,stimuli_sets/set1_7.png,195.06312412500847,right,1,0.8560982919880189,0.08579108299454674,optimal,1,True,1,0.5,0.5,197.06304070801707,198.05937670799904,198.05942145799054,,,,,,,,,,,,0,0,0,0,0,26,26,26,,305.3355117919855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,192.04926620802144,305.3212334580021,305.3355117919855,305.3355117919855,0.0020197079866193235,305.8321354169748,305.8321354169748,305.8321354169748,305.8321354169748,305.8321354169748,305.8321354169748,192.56047516700346,193.4318595000077,308.33493349998025,right,stimuli_sets/set1_7.png,195.06312412500847,right,1,0.8560982919880189,0.08579108299454674,308.33509399998,308.3508937919978,308.3508937919978,308.3508937919978,308.3508937919978,310.3464595419937,310.3464595419937,310.3464595419937,310.3464595419937,310.33476591698127,optimal,1,True,1,0.5,0.5,197.06304070801707,310.33836383296875,310.3464595419937,310.3464595419937,310.3464595419937,310.3464595419937,311.33122574997833,198.05937670799904,198.05942145799054,311.33132258296246,311.3406521669822,311.3406521669822,313.35033066698816,313.35033066698816,313.3363965419703,311.3406521669822,311.3406521669822,311.3406521669822,311.3406521669822,,308.33472120796796,308.33472120796796,308.33472120796796,308.33472120796796,308.33472120796796,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.5,
27,27,0,,,,,,,,,,,,,,,,,,,,,,,Run1,28,lowgain,2.0,2.0,1,Drift1,7,space,1.0996686249854974,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,200.06684887502342,200.58339074999094,201.24652025004616,left,stimuli_sets/set1_1.png,203.07052400003886,left,1,0.6519092079834081,0.062248041969724,optimal,1,True,1,0.25,0.75,205.0654775830335,206.06486554199364,206.06493525003316,,,,,,,,,,,,0,0,0,0,0,27,27,27,,313.35033066698816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,200.06684887502342,313.34309887496056,313.35033066698816,313.35033066698816,0.006679166981484741,313.8550441249972,313.8550441249972,313.8550441249972,313.8550441249972,313.8550441249972,313.8550441249972,200.58339074999094,201.24652025004616,316.342310832988,left,stimuli_sets/set1_1.png,203.07052400003886,left,1,0.6519092079834081,0.062248041969724,316.3452349579893,316.35237770795356,316.35237770795356,316.35237770795356,316.35237770795356,318.35314762499183,318.35314762499183,318.35314762499183,318.35314762499183,318.33710283297114,optimal,1,True,1,0.25,0.75,205.0654775830335,318.34495308296755,318.35314762499183,318.35314762499183,318.35314762499183,318.35314762499183,319.3366925829905,206.06486554199364,206.06493525003316,319.3368635000079,319.3525572079816,319.3525572079816,321.3723154999898,321.3723154999898,321.35691683297046,319.3525572079816,319.3525572079816,319.3525572079816,319.3525572079816,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.75,
28,28,0,,,,,,,,,,,,,,,,,,,,,,,Run1,29,highloss,1.5,1.5,0,Drift2,6,space,1.0996686249854974,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,208.08679525001207,208.6057354999939,209.67534245800925,right,stimuli_sets/set1_3.png,211.09697212500032,right,1,1.0514092500088736,0.08918950002407655,optimal,1,False,0,-0.5,0.25,212.6024723330047,213.60782675002702,213.6078668750124,,,,,,,,,,,,0,0,0,0,0,28,28,28,,321.3723154999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,208.08679525001207,321.36508558300557,321.3723154999898,321.3723154999898,0.008085667039267719,321.8773807079997,321.8773807079997,321.8773807079997,321.8773807079997,321.8773807079997,321.8773807079997,208.6057354999939,209.67534245800925,324.36878129199613,right,stimuli_sets/set1_3.png,211.09697212500032,right,1,1.0514092500088736,0.08918950002407655,324.373770999955,324.3806973749888,324.3806973749888,324.3806973749888,324.3806973749888,325.89302704198053,325.89302704198053,325.89302704198053,325.89302704198053,325.8741089999676,optimal,1,False,0,-0.5,0.25,212.6024723330047,325.88479379197815,325.89302704198053,325.89302704198053,325.89302704198053,325.89302704198053,326.8796697919606,213.60782675002702,213.6078668750124,326.8797715419787,326.88705558300717,326.88705558300717,328.3885345829767,328.3885345829767,328.3761563329608,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.25,
29,29,0,,,,,,,,,,,,,,,,,,,,,,,Run1,30,lowloss,1.0,1.5,0,Drift3,8,space,1.0996686249854974,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,215.10617341700708,215.62220316700405,216.68032387504354,right,stimuli_sets/set1_5.png,218.1088790000067,right,1,1.0447170839761384,0.09479549998650327,optimal,1,False,0,-0.25,0.0,219.62081687501632,220.61707916704472,220.61712158302544,,,,,,,,,,,,0,0,0,0,0,29,29,29,,328.3885345829767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,215.10617341700708,328.38164279196644,328.3885345829767,328.3885345829767,0.0054626670316793025,328.89385958295316,328.89385958295316,328.89385958295316,328.89385958295316,328.89385958295316,328.89385958295316,215.62220316700405,216.68032387504354,331.3806939579663,right,stimuli_sets/set1_5.png,218.1088790000067,right,1,1.0447170839761384,0.09479549998650327,331.3839578329935,331.4071896249661,331.4071896249661,331.4071896249661,331.4071896249661,332.9052237919532,332.9052237919532,332.9052237919532,332.9052237919532,332.8925378329586,optimal,1,False,0,-0.25,0.0,219.62081687501632,332.8978126249858,332.9052237919532,332.9052237919532,332.9052237919532,332.9052237919532,333.88892804196803,220.61707916704472,220.61712158302544,333.8890268749674,333.89618658297695,333.89618658297695,334.9070532079786,334.9070532079786,334.88139274995774,333.89618658297695,333.89618658297695,333.89618658297695,333.89618658297695,331.3805359999533,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.0,
30,30,0,,,,,,,,,,,,,,,,,,,,,,,Run1,31,lowgain,1.0,1.5,1,Drift1,8,space,1.0996686249854974,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,221.61085912503768,222.12887025001692,222.8583522500121,left,stimuli_sets/set1_1.png,224.61905337503413,left,1,0.714482749986928,0.0824285420239903,optimal,1,True,1,0.25,0.25,226.13176520803245,227.14833445800468,227.14837599999737,,,,,,,,,,,,0,0,0,0,0,30,30,30,,334.9070532079786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,221.61085912503768,334.8885078749736,334.9070532079786,334.9070532079786,0.007094083994161338,335.4004726249841,335.4004726249841,335.4004726249841,335.4004726249841,335.4004726249841,335.4004726249841,222.12887025001692,222.8583522500121,337.89087008300703,left,stimuli_sets/set1_1.png,224.61905337503413,left,1,0.714482749986928,0.0824285420239903,337.8969508750015,337.9042037499603,337.9042037499603,337.9042037499603,337.9042037499603,339.4223014169838,339.4223014169838,339.4223014169838,339.4223014169838,339.4034099999699,optimal,1,True,1,0.25,0.25,226.13176520803245,339.41392399999313,339.4223014169838,339.4223014169838,339.4223014169838,339.4223014169838,340.4201763329911,227.14833445800468,227.14837599999737,340.42028112499975,340.43302045797464,340.43302045797464,341.43163349997485,341.43163349997485,341.42193166696234,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.25,
31,31,0,,,,,,,,,,,,,,,,,,,,,,,Run1,32,lowgain,1.5,1.5,0,Drift1,9,space,1.0996686249854974,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,228.1524310419918,228.6644247500226,229.60899887501728,right,stimuli_sets/set1_1.png,231.16613374999724,right,1,0.9293674579821527,0.07468858401989564,optimal,1,False,0,0,0.25,232.66028816701146,233.6600829170202,233.6601209579967,,,,,,,,,,,,0,0,0,0,0,31,31,31,,341.43163349997485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,228.1524310419918,341.4244127079728,341.43163349997485,341.43163349997485,0.0025220420211553574,341.93608058296377,341.93608058296377,341.93608058296377,341.93608058296377,341.93608058296377,341.93608058296377,228.6644247500226,229.60899887501728,344.43790158297634,right,stimuli_sets/set1_1.png,231.16613374999724,right,1,0.9293674579821527,0.07468858401989564,344.43819033296313,344.4474499169737,344.4474499169737,344.4474499169737,344.4474499169737,345.94331208296353,345.94331208296353,345.94331208296353,345.94331208296353,345.9320396249532,optimal,1,False,0,0,0.25,232.66028816701146,345.93550737499027,345.94331208296353,345.94331208296353,345.94331208296353,345.94331208296353,346.9319359579822,233.6600829170202,233.6601209579967,346.9320236669737,346.9479159999755,346.9479159999755,348.45399741700385,348.45399741700385,348.4370913329767,346.9479159999755,346.9479159999755,346.9479159999755,346.9479159999755,344.43755283299834,344.43755283299834,344.43755283299834,344.43755283299834,344.43755283299834,344.43755283299834,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.25,
32,32,0,,,,,,,,,,,,,,,,,,,,,,,Run1,33,lowloss,1.0,1.5,1,Drift3,9,space,1.0996686249854974,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,235.16758433304494,235.68707375001395,237.0447583750356,left,stimuli_sets/set1_6.png,238.16570158302784,left,0,1.3405690840445459,0.07437770796241239,suboptimal,0,False,0,-0.25,0.0,239.67375729203923,240.68014637503074,240.68019979202654,,,,,,,,,,,,0,0,0,0,0,32,32,32,,348.45399741700385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,235.16758433304494,348.44675012497464,348.45399741700385,348.45399741700385,0.009620124998036772,348.95872937497916,348.95872937497916,348.95872937497916,348.95872937497916,348.95872937497916,348.95872937497916,235.68707375001395,237.0447583750356,351.43751224997686,left,stimuli_sets/set1_6.png,238.16570158302784,left,0,1.3405690840445459,0.07437770796241239,351.4437649580068,351.45202466699993,351.45202466699993,351.45202466699993,351.45202466699993,352.9595490419888,352.9595490419888,352.9595490419888,352.9595490419888,352.9455267919693,suboptimal,0,False,0,-0.25,0.0,239.67375729203923,352.95388095796807,352.9595490419888,352.9595490419888,352.9595490419888,352.9595490419888,353.9519802079885,240.68014637503074,240.68019979202654,353.95211424998706,353.97185370797524,353.97185370797524,354.9841026249924,354.9841026249924,354.96725245798007,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.0,
33,33,0,,,,,,,,,,,,,,,,,,,,,,,Run1,34,lowgain,1.0,2.0,0,Drift1,10,space,1.0996686249854974,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,241.697737917013,242.216790333041,242.89697279199027,left,stimuli_sets/set1_1.png,244.6988491670345,left,1,0.6700321250245906,0.05814779200591147,optimal,1,False,0,0,0.0,246.69835333299125,247.71423033304745,247.71429683302995,,,,,,,,,,,,0,0,0,0,0,33,33,33,,354.9841026249924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,241.697737917013,354.9765072079608,354.9841026249924,354.9841026249924,0.009231959003955126,355.4883947079652,355.4883947079652,355.4883947079652,355.4883947079652,355.4883947079652,355.4883947079652,242.216790333041,242.89697279199027,357.9706602919614,left,stimuli_sets/set1_1.png,244.6988491670345,left,1,0.6700321250245906,0.05814779200591147,357.97726620797766,357.984939707967,357.984939707967,357.984939707967,357.984939707967,359.98923762497725,359.98923762497725,359.98923762497725,359.98923762497725,359.97006870800396,optimal,1,False,0,0,0.0,246.69835333299125,359.98081904195715,359.98923762497725,359.98923762497725,359.98923762497725,359.98923762497725,360.98605570796644,247.71423033304745,247.71429683302995,360.9862242079689,361.00266745797126,361.00266745797126,361.99727887497284,361.99727887497284,361.987195374968,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.0,
34,34,0,,,,,,,,,,,,,,,,,,,,,,,Run1,35,lowgain,1.0,2.5,1,Drift1,11,space,1.0996686249854974,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,248.71763404202648,249.2293403330259,250.24768012500135,right,stimuli_sets/set1_2.png,251.72012933302904,right,0,1.002355083997827,0.08194766601081938,suboptimal,0,False,0,0,0.0,254.21148991701193,255.20891820802353,255.2089546250063,,,,,,,,,,,,0,0,0,0,0,34,34,34,,361.99727887497284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,248.71763404202648,361.98960445798,361.99727887497284,361.99727887497284,0.002343415981158614,362.5009995419532,362.5009995419532,362.5009995419532,362.5009995419532,362.5009995419532,362.5009995419532,249.2293403330259,250.24768012500135,364.9919480829849,right,stimuli_sets/set1_2.png,251.72012933302904,right,0,1.002355083997827,0.08194766601081938,364.99210208299337,364.99869658297393,364.99869658297393,364.99869658297393,364.99869658297393,367.493260749965,367.493260749965,367.493260749965,367.493260749965,367.48321887495695,suboptimal,0,False,0,0,0.0,254.21148991701193,367.48344137496315,367.493260749965,367.493260749965,367.493260749965,367.493260749965,368.48077120800735,255.20891820802353,255.2089546250063,368.48085291695315,368.4903448749683,368.4903448749683,369.5023165830062,369.5023165830062,369.48701095796423,368.4903448749683,368.4903448749683,368.4903448749683,368.4903448749683,364.99176345800515,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.0,
35,35,0,,,,,,,,,,,,,,,,,,,,,,,Run1,36,highloss,1.0,1.5,1,Drift2,7,space,1.0996686249854974,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,256.2175410420168,256.736628292012,257.7146099170204,right,stimuli_sets/set1_3.png,259.21682816703105,right,1,0.9473894170369022,0.05832154199015349,optimal,1,True,1,0,0.0,260.7277752920054,261.7283577499911,261.7283956250176,,,,,,,,,,,,0,0,0,0,0,35,35,35,,369.5023165830062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,256.2175410420168,369.49633012496633,369.5023165830062,369.5023165830062,0.009277208999264985,370.008306542004,370.008306542004,370.008306542004,370.008306542004,370.008306542004,370.008306542004,256.736628292012,257.7146099170204,372.4886345829582,right,stimuli_sets/set1_3.png,259.21682816703105,right,1,0.9473894170369022,0.05832154199015349,372.49530129198683,372.5034167919657,372.5034167919657,372.5034167919657,372.5034167919657,374.0177776250057,374.0177776250057,374.0177776250057,374.0177776250057,373.9994224999682,optimal,1,True,1,0,0.0,260.7277752920054,374.0091357919737,374.0177776250057,374.0177776250057,374.0177776250057,374.0177776250057,375.00020416697953,261.7283577499911,261.7283956250176,375.00029491697205,375.0111080419738,375.0111080419738,376.0179974999628,376.0179974999628,376.00148524995893,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,0.0,
