thisN,thisTrialN,thisRepN,Trials,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,advanceScreenPress2.keys,advanceScreenPress2.rt,advanceScreenPress2.duration,pracRespPress.keys,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,optedSide,optedImg,cueOffTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,advanceScreenPress2.started,prac2Image.started,prac1Image.started,pracRespPress.started,pracDir1.stopped,pracBlock.advanceScreenPress2.keys,pracBlock.advanceScreenPress2.rt,pracBlock.advanceScreenPress2.duration,pracBlock.pracRespPress.keys,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,practice.pracResp.rt,practice.pracResp.duration,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,pracLeftImg.stopped,pracRightImg.stopped,pracResp.stopped,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,frame1.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,topFrameText.started,bottomFrameText.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.optedSide,trials.optedImg,trials.cueOffTime,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,outcomeDelayRoutine.started,frame1Fix.started,outcomeDelayFix.started,topFrameTextFix.started,bottomFrameTextFix.started,frame1Fix.stopped,outcomeDelayFix.stopped,topFrameTextFix.stopped,bottomFrameTextFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,frameOut.started,topFrameTextOut.started,bottomFrameTextOut.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,frameFix.started,fixationCrosshair.stopped,frameFix.stopped,fixation.stopped,outcomeText.stopped,frameOut.stopped,topFrameTextOut.stopped,bottomFrameTextOut.stopped,frame1.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,topFrameText.stopped,bottomFrameText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,getReadyText.stopped,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
2,2,0,,,,,,,,,,,,,,,,,,,,,,,Run2,63,highloss,1.5,2.5,1,Drift2,1,space,20.532304166990798,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,16.52523237495916,17.042380457976833,18.04206912498921,right,stimuli_sets/set1_3.png,19.52818116697017,right,1,0.9796081660315394,0.07582795899361372,optimal,1,True,1,0,2.5,22.02902516699396,23.044820124981925,23.044871541962493,,,,,,,,,,,,0,1,1,1,0,2,2,2,,587.8187832499971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,16.52523237495916,587.8028107919963,587.8187832499971,587.8187832499971,0.00649470800999552,588.3142072079936,588.3142072079936,588.3142072079936,588.3142072079936,588.3142072079936,588.3142072079936,17.042380457976833,18.04206912498921,590.8002401670092,right,stimuli_sets/set1_3.png,19.52818116697017,right,1,0.9796081660315394,0.07582795899361372,590.8046292499639,590.8113422919996,590.8113422919996,590.8113422919996,590.8113422919996,593.321841833007,593.321841833007,593.321841833007,593.321841833007,593.3009668749874,optimal,1,True,1,0,2.5,22.02902516699396,593.3133849169826,593.321841833007,593.321841833007,593.321841833007,593.321841833007,594.3169115419732,23.044820124981925,23.044871541962493,594.3170399579685,594.334030958009,594.334030958009,595.8386396669666,595.8386396669666,595.8246584999724,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,2.5,
3,3,0,,,,,,,,,,,,,,,,,,,,,,,Run2,64,highgain,1.0,1.5,1,Drift4,3,space,20.532304166990798,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,24.55398983298801,25.07226433296455,25.644371041969862,right,stimuli_sets/set1_7.png,27.558812791947275,right,1,0.5552488749963231,0.09709991700947285,optimal,1,True,1,0.5,3.0,29.062483999994583,30.06340604199795,30.063442457991187,,,,,,,,,,,,0,1,1,1,0,3,3,3,,595.8386396669666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,24.55398983298801,595.8319149169838,595.8386396669666,595.8386396669666,0.007190832984633744,596.3440731669543,596.3440731669543,596.3440731669543,596.3440731669543,596.3440731669543,596.3440731669543,25.07226433296455,25.644371041969862,598.8308773749741,right,stimuli_sets/set1_7.png,27.558812791947275,right,1,0.5552488749963231,0.09709991700947285,598.8368195419898,598.8509797079605,598.8509797079605,598.8509797079605,598.8509797079605,600.3464890419855,600.3464890419855,600.3464890419855,600.3464890419855,600.3345004579751,optimal,1,True,1,0.5,3.0,29.062483999994583,600.3403738749912,600.3464890419855,600.3464890419855,600.3464890419855,600.3464890419855,601.3355053749983,30.06340604199795,30.063442457991187,601.335595291981,601.3524018749595,601.3524018749595,602.3623504999559,602.3623504999559,602.3500512919854,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.0,
4,4,0,,,,,,,,,,,,,,,,,,,,,,,Run2,65,lowgain,1.5,2.0,0,Drift1,1,space,20.532304166990798,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,31.079294041963294,31.594427624950185,32.52883829199709,right,stimuli_sets/set1_2.png,34.081235124962404,right,0,0.9104387920233421,0.08035645796917379,suboptimal,0,True,1,0.25,3.25,36.08401574997697,37.08495712495642,37.0849911669502,,,,,,,,,,,,0,1,1,1,0,4,4,4,,602.3623504999559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,31.079294041963294,602.3549589999602,602.3623504999559,602.3623504999559,0.004902416956610978,602.8663314169971,602.8663314169971,602.8663314169971,602.8663314169971,602.8663314169971,602.8663314169971,31.594427624950185,32.52883829199709,605.3532954169787,right,stimuli_sets/set1_2.png,34.081235124962404,right,0,0.9104387920233421,0.08035645796917379,605.3565007919678,605.3639024579898,605.3639024579898,605.3639024579898,605.3639024579898,607.3705886249663,607.3705886249663,607.3705886249663,607.3705886249663,607.3560205829563,suboptimal,0,True,1,0.25,3.25,36.08401574997697,607.3621920829755,607.3705886249663,607.3705886249663,607.3705886249663,607.3705886249663,608.3570669170003,37.08495712495642,37.0849911669502,608.3571462499676,608.3630830000038,608.3630830000038,609.8640809999779,609.8640809999779,609.8534891669988,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.25,
5,5,0,,,,,,,,,,,,,,,,,,,,,,,Run2,66,lowgain,1.0,1.5,1,Drift1,2,space,20.532304166990798,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,38.583522957982495,39.096062875003554,39.82979049999267,right,stimuli_sets/set1_2.png,41.58268649998354,right,0,0.7181396250380203,0.11405533296056092,suboptimal,0,False,0,0,3.25,43.081750291981734,44.078248041972984,44.07829412497813,,,,,,,,,,,,0,1,1,1,0,5,5,5,,609.8640809999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,38.583522957982495,609.8557465829654,609.8640809999779,609.8640809999779,0.0022357089910656214,610.3679475829704,610.3679475829704,610.3679475829704,610.3679475829704,610.3679475829704,610.3679475829704,39.096062875003554,39.82979049999267,612.8547371669556,right,stimuli_sets/set1_2.png,41.58268649998354,right,0,0.7181396250380203,0.11405533296056092,612.8549544579582,612.8633552499814,612.8633552499814,612.8633552499814,612.8633552499814,614.3643085829681,614.3643085829681,614.3643085829681,614.3643085829681,614.3537301250035,suboptimal,0,False,0,0,3.25,43.081750291981734,614.3576716670068,614.3643085829681,614.3643085829681,614.3643085829681,614.3643085829681,615.3503520420054,44.078248041972984,44.07829412497813,615.3504453749629,615.3703840829548,615.3703840829548,616.370167624962,616.370167624962,616.3577232919633,615.3703840829548,615.3703840829548,615.3703840829548,615.3703840829548,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.25,
6,6,0,,,,,,,,,,,,,,,,,,,,,,,Run2,67,lowloss,1.0,2.0,1,Drift3,1,space,20.532304166990798,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,45.08666370797437,45.60314429196296,46.546002999995835,right,stimuli_sets/set1_5.png,48.09557537495857,right,1,0.9274596670293249,0.08962099999189377,optimal,1,True,1,0,3.25,50.11132429196732,51.109319416980725,51.1093496249523,,,,,,,,,,,,0,1,1,1,0,6,6,6,,616.370167624962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,45.08666370797437,616.3632447079872,616.370167624962,616.370167624962,0.005524875014089048,616.8750083330087,616.8750083330087,616.8750083330087,616.8750083330087,616.8750083330087,616.8750083330087,45.60314429196296,46.546002999995835,619.3676592079573,right,stimuli_sets/set1_5.png,48.09557537495857,right,1,0.9274596670293249,0.08962099999189377,619.3715782499639,619.3853397080093,619.3853397080093,619.3853397080093,619.3853397080093,621.3967752499739,621.3967752499739,621.3967752499739,621.3967752499739,621.3833237919607,optimal,1,True,1,0,3.25,50.11132429196732,621.3901145419804,621.3967752499739,621.3967752499739,621.3967752499739,621.3967752499739,622.3814323749975,51.109319416980725,51.1093496249523,622.381501249969,622.392400749959,622.392400749959,623.391644416959,623.391644416959,623.3773074169876,622.392400749959,622.392400749959,622.392400749959,622.392400749959,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.25,
7,7,0,,,,,,,,,,,,,,,,,,,,,,,Run2,68,highgain,1.0,1.5,1,Drift4,4,space,20.532304166990798,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,52.10694629198406,52.62448349996703,53.467125625000335,left,stimuli_sets/set1_7.png,55.11080912494799,left,1,0.8259454580256715,0.08959841699106619,optimal,1,True,1,0.5,3.75,56.61526320799021,57.61937687499449,57.61942145798821,,,,,,,,,,,,0,1,1,1,0,7,7,7,,623.391644416959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,52.10694629198406,623.3848769579781,623.391644416959,623.391644416959,0.007560833008028567,623.8963339169859,623.8963339169859,623.8963339169859,623.8963339169859,623.8963339169859,623.8963339169859,52.62448349996703,53.467125625000335,626.3828638329869,left,stimuli_sets/set1_7.png,55.11080912494799,left,1,0.8259454580256715,0.08959841699106619,626.3882409170037,626.3991662499611,626.3991662499611,626.3991662499611,626.3991662499611,627.9032412079978,627.9032412079978,627.9032412079978,627.9032412079978,627.8872502499726,optimal,1,True,1,0.5,3.75,56.61526320799021,627.8960299169994,627.9032412079978,627.9032412079978,627.9032412079978,627.9032412079978,628.8914672079845,57.61937687499449,57.61942145798821,628.8915872919606,628.8978856669855,628.8978856669855,629.897530999966,629.897530999966,629.882382791955,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.75,
8,8,0,,,,,,,,,,,,,,,,,,,,,,,Run2,69,highloss,1.5,1.5,1,Drift2,2,space,20.532304166990798,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,58.61156045796815,59.13029716699384,60.02889379195403,right,stimuli_sets/set1_3.png,61.612322375003714,right,1,0.8745422920328565,0.10646354098571464,optimal,1,True,1,0,3.75,63.11779866699362,64.11728254199261,64.11733145796461,,,,,,,,,,,,0,1,1,1,0,8,8,8,,629.897530999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,58.61156045796815,629.8900823330041,629.897530999966,629.897530999966,0.007717665983363986,630.4022086669574,630.4022086669574,630.4022086669574,630.4022086669574,630.4022086669574,630.4022086669574,59.13029716699384,60.02889379195403,632.8843825829681,right,stimuli_sets/set1_3.png,61.612322375003714,right,1,0.8745422920328565,0.10646354098571464,632.8905890829628,632.8990642079734,632.8990642079734,632.8990642079734,632.8990642079734,634.4015971669578,634.4015971669578,634.4015971669578,634.4015971669578,634.3898286249605,optimal,1,True,1,0,3.75,63.11779866699362,634.395486333,634.4015971669578,634.4015971669578,634.4015971669578,634.4015971669578,635.3893828750006,64.11728254199261,64.11733145796461,635.3894989169785,635.3971954580047,635.3971954580047,636.9073638329864,636.9073638329864,636.8802784999716,635.3971954580047,635.3971954580047,635.3971954580047,635.3971954580047,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.75,
9,9,0,,,,,,,,,,,,,,,,,,,,,,,Run2,70,lowgain,1.5,1.5,1,Drift1,3,space,20.532304166990798,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,65.60949262499344,66.12652254197747,67.04239233297994,right,stimuli_sets/set1_1.png,68.61663874995429,right,1,0.8909274590550922,0.07056174997705966,optimal,1,True,1,0.25,4.0,70.12024091696367,71.12166358297691,71.12170566699933,,,,,,,,,,,,0,1,1,1,0,9,9,9,,636.9073638329864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,65.60949262499344,636.8870900829788,636.9073638329864,636.9073638329864,0.006798832968343049,637.3984406669624,637.3984406669624,637.3984406669624,637.3984406669624,637.3984406669624,637.3984406669624,66.12652254197747,67.04239233297994,639.8887027919991,right,stimuli_sets/set1_1.png,68.61663874995429,right,1,0.8909274590550922,0.07056174997705966,639.8940609169658,639.9002612499753,639.9002612499753,639.9002612499753,639.9002612499753,641.4041868749773,641.4041868749773,641.4041868749773,641.4041868749773,641.3922731250059,optimal,1,True,1,0.25,4.0,70.12024091696367,641.3979987920029,641.4041868749773,641.4041868749773,641.4041868749773,641.4041868749773,642.3937594169984,71.12166358297691,71.12170566699933,642.3938628329779,642.4005595829803,642.4005595829803,643.9055475829518,643.9055475829518,643.8906137499725,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,4.0,
10,10,0,,,,,,,,,,,,,,,,,,,,,,,Run2,71,lowloss,1.0,1.5,0,Drift3,2,space,20.532304166990798,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,72.62107570795342,73.13890191697283,74.2251992499805,right,stimuli_sets/set1_5.png,75.6310242919717,right,1,1.051886957953684,0.09672141703777015,optimal,1,False,0,-0.25,3.75,77.13269849994686,78.13260220800294,78.13265370798763,,,,,,,,,,,,0,1,1,1,0,10,10,10,,643.9055475829518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,72.62107570795342,643.8985562080052,643.9055475829518,643.9055475829518,0.007926291029434651,644.4108136249706,644.4108136249706,644.4108136249706,644.4108136249706,644.4108136249706,644.4108136249706,73.13890191697283,74.2251992499805,646.9030418749899,right,stimuli_sets/set1_5.png,75.6310242919717,right,1,1.051886957953684,0.09672141703777015,646.9110839169589,646.9194941250025,646.9194941250025,646.9194941250025,646.9194941250025,648.4194450419745,648.4194450419745,648.4194450419745,648.4194450419745,648.4046845419798,optimal,1,False,0,-0.25,3.75,77.13269849994686,648.4124506249791,648.4194450419745,648.4194450419745,648.4194450419745,648.4194450419745,649.4046930419863,78.13260220800294,78.13265370798763,649.4048165419954,649.4133007499622,649.4133007499622,650.4205455830088,650.4205455830088,650.4033294579713,649.4133007499622,649.4133007499622,649.4133007499622,649.4133007499622,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,3.75,
11,11,0,,,,,,,,,,,,,,,,,,,,,,,Run2,72,lowgain,1.0,1.5,1,Drift1,4,space,20.532304166990798,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,79.13300437497674,79.65296829194995,80.6138795419829,right,stimuli_sets/set1_1.png,82.13658758299425,right,1,0.9427650420111604,0.0748748749610968,optimal,1,True,1,0.25,4.0,83.64585791697027,84.64613245800138,84.64618029195117,,,,,,,,,,,,0,1,1,1,0,11,11,11,,650.4205455830088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,79.13300437497674,650.412881666969,650.4205455830088,650.4205455830088,0.009543374995701015,650.9248532499769,650.9248532499769,650.9248532499769,650.9248532499769,650.9248532499769,650.9248532499769,79.65296829194995,80.6138795419829,653.4086137079867,right,stimuli_sets/set1_1.png,82.13658758299425,right,1,0.9427650420111604,0.0748748749610968,653.4140399579774,653.4213871249813,653.4213871249813,653.4213871249813,653.4213871249813,654.9337445419515,654.9337445419515,654.9337445419515,654.9337445419515,654.917864957999,optimal,1,True,1,0.25,4.0,83.64585791697027,654.9256107079564,654.9337445419515,654.9337445419515,654.9337445419515,654.9337445419515,655.9182344999863,84.64613245800138,84.64618029195117,655.9183382079937,655.9346620419528,655.9346620419528,656.9332004999742,656.9332004999742,656.9177618749673,655.9346620419528,655.9346620419528,655.9346620419528,655.9346620419528,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-14_12h46.24.751,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 14 12:47:22 2025,2025-05-14 12h47.22.051003 -0500,4.0,
